date,fund_house,isin_div_reinvestment,isin_growth,nav,scheme_category,scheme_code,scheme_name,scheme_type
07-01-2020,Nippon India Mutual Fund,,INF204K01XI3,37.51290,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-01-2020,Nippon India Mutual Fund,,INF204K01XI3,37.40680,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-01-2020,Nippon India Mutual Fund,,INF204K01XI3,38.27150,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
02-01-2020,Nippon India Mutual Fund,,INF204K01XI3,38.44830,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
01-01-2020,Nippon India Mutual Fund,,INF204K01XI3,37.96680,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
31-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.95940,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-12-2019,Nippon India Mutual Fund,,INF204K01XI3,38.13810,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
27-12-2019,Nippon India Mutual Fund,,INF204K01XI3,38.06820,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.53890,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.76570,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.89120,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
20-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.97280,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
19-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.84800,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.77130,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
17-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.81790,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.35590,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
13-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.50640,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
12-12-2019,Nippon India Mutual Fund,,INF204K01XI3,36.95400,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-12-2019,Nippon India Mutual Fund,,INF204K01XI3,36.56980,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
10-12-2019,Nippon India Mutual Fund,,INF204K01XI3,36.45520,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-12-2019,Nippon India Mutual Fund,,INF204K01XI3,36.76940,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-12-2019,Nippon India Mutual Fund,,INF204K01XI3,36.74080,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
05-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.21280,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.46980,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.20690,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
02-12-2019,Nippon India Mutual Fund,,INF204K01XI3,37.52740,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
29-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.62320,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
28-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.88330,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
27-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.70950,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.53890,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
25-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.71650,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
22-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.20190,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
21-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.36040,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
20-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.55240,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
19-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.40030,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.12660,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
15-11-2019,Nippon India Mutual Fund,,INF204K01XI3,36.91680,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
14-11-2019,Nippon India Mutual Fund,,INF204K01XI3,36.66810,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
13-11-2019,Nippon India Mutual Fund,,INF204K01XI3,36.69680,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.06390,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
08-11-2019,Nippon India Mutual Fund,,INF204K01XI3,36.88020,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
07-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.34760,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.39600,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
05-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.26770,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.43730,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
01-11-2019,Nippon India Mutual Fund,,INF204K01XI3,37.30830,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
31-10-2019,Nippon India Mutual Fund,,INF204K01XI3,37.23390,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-10-2019,Nippon India Mutual Fund,,INF204K01XI3,36.98240,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
29-10-2019,Nippon India Mutual Fund,,INF204K01XI3,36.67980,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
25-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.82850,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.62500,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.96250,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
22-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.88520,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.97050,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
17-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.69930,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.21730,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
15-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.17650,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
14-10-2019,Nippon India Mutual Fund,,INF204K01XI3,34.97810,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-10-2019,Nippon India Mutual Fund,,INF204K01XI3,34.86410,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
10-10-2019,Nippon India Mutual Fund,,INF204K01XI3,34.66150,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.08990,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
07-10-2019,Nippon India Mutual Fund,,INF204K01XI3,34.42310,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-10-2019,Nippon India Mutual Fund,,INF204K01XI3,34.72430,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.23300,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
01-10-2019,Nippon India Mutual Fund,,INF204K01XI3,35.23200,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-09-2019,Nippon India Mutual Fund,,INF204K01XI3,35.69920,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
27-09-2019,Nippon India Mutual Fund,,INF204K01XI3,35.89850,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-09-2019,Nippon India Mutual Fund,,INF204K01XI3,36.07980,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
25-09-2019,Nippon India Mutual Fund,,INF204K01XI3,35.54100,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-09-2019,Nippon India Mutual Fund,,INF204K01XI3,36.31330,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-09-2019,Nippon India Mutual Fund,,INF204K01XI3,36.56890,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
20-09-2019,Nippon India Mutual Fund,,INF204K01XI3,35.10500,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
19-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.08990,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.53750,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
17-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.35650,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-09-2019,Nippon India Mutual Fund,,INF204K01XI3,34.15750,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
13-09-2019,Nippon India Mutual Fund,,INF204K01XI3,34.41180,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
12-09-2019,Nippon India Mutual Fund,,INF204K01XI3,34.10390,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-09-2019,Nippon India Mutual Fund,,INF204K01XI3,34.18120,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.90530,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.64630,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
05-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.37740,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-09-2019,Nippon India Mutual Fund,,INF204K01XI3,33.19200,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-09-2019,Nippon India Mutual Fund,,INF204K01XI3,32.96840,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.59680,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
29-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.38240,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
28-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.71030,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
27-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.98020,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.65930,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.04370,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
22-08-2019,Nippon India Mutual Fund,,INF204K01XI3,32.77040,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
21-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.36190,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
20-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.86280,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
19-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.08370,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.05420,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
14-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.96390,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
13-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.58220,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.36290,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
08-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.28030,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
07-08-2019,Nippon India Mutual Fund,,INF204K01XI3,33.84660,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.39330,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
05-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.02760,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
02-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.46490,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
01-08-2019,Nippon India Mutual Fund,,INF204K01XI3,34.64880,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
31-07-2019,Nippon India Mutual Fund,,INF204K01XI3,35.30530,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-07-2019,Nippon India Mutual Fund,,INF204K01XI3,34.98480,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
29-07-2019,Nippon India Mutual Fund,,INF204K01XI3,35.58500,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-07-2019,Nippon India Mutual Fund,,INF204K01XI3,35.97040,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
25-07-2019,Nippon India Mutual Fund,,INF204K01XI3,35.80820,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-07-2019,Nippon India Mutual Fund,,INF204K01XI3,35.82530,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-07-2019,Nippon India Mutual Fund,,INF204K01XI3,36.20090,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
22-07-2019,Nippon India Mutual Fund,,INF204K01XI3,36.34640,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
19-07-2019,Nippon India Mutual Fund,,INF204K01XI3,36.36750,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-07-2019,Nippon India Mutual Fund,,INF204K01XI3,36.95060,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
17-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.50020,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.44580,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
15-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.07600,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
12-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.22590,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.21000,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
10-07-2019,Nippon India Mutual Fund,,INF204K01XI3,36.86280,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.22950,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
08-07-2019,Nippon India Mutual Fund,,INF204K01XI3,36.96590,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
05-07-2019,Nippon India Mutual Fund,,INF204K01XI3,37.89950,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-07-2019,Nippon India Mutual Fund,,INF204K01XI3,38.40890,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-07-2019,Nippon India Mutual Fund,,INF204K01XI3,38.27320,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
02-07-2019,Nippon India Mutual Fund,,INF204K01XI3,38.14920,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
01-07-2019,Nippon India Mutual Fund,,INF204K01XI3,38.12940,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
28-06-2019,Nippon India Mutual Fund,,INF204K01XI3,38.04320,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
27-06-2019,Nippon India Mutual Fund,,INF204K01XI3,38.06380,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.88040,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
25-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.59700,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.28180,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
21-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.29560,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
20-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.52140,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
19-06-2019,Nippon India Mutual Fund,,INF204K01XI3,36.90910,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.04310,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
17-06-2019,Nippon India Mutual Fund,,INF204K01XI3,36.92960,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
14-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.51800,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
13-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.81040,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
12-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.78240,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.99050,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
10-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.82400,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
07-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.75130,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-06-2019,Nippon India Mutual Fund,,INF204K01XI3,37.72420,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-06-2019,Nippon India Mutual Fund,,INF204K01XI3,38.58490,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-06-2019,Nippon India Mutual Fund,,INF204K01XI3,38.76460,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
31-05-2019,Nippon India Mutual Fund,,INF204K01XI3,38.55530,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-05-2019,Nippon India Mutual Fund,,INF204K01XI3,38.65570,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
29-05-2019,Nippon India Mutual Fund,,INF204K01XI3,38.46520,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
28-05-2019,Nippon India Mutual Fund,,INF204K01XI3,38.97150,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
27-05-2019,Nippon India Mutual Fund,,INF204K01XI3,39.08660,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-05-2019,Nippon India Mutual Fund,,INF204K01XI3,38.42860,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.33260,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
22-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.43460,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
21-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.30590,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
20-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.80090,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
17-05-2019,Nippon India Mutual Fund,,INF204K01XI3,36.15110,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-05-2019,Nippon India Mutual Fund,,INF204K01XI3,35.88490,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
15-05-2019,Nippon India Mutual Fund,,INF204K01XI3,35.55070,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
14-05-2019,Nippon India Mutual Fund,,INF204K01XI3,35.83030,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
13-05-2019,Nippon India Mutual Fund,,INF204K01XI3,35.39010,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
10-05-2019,Nippon India Mutual Fund,,INF204K01XI3,36.11120,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-05-2019,Nippon India Mutual Fund,,INF204K01XI3,36.10980,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
08-05-2019,Nippon India Mutual Fund,,INF204K01XI3,36.28780,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
07-05-2019,Nippon India Mutual Fund,,INF204K01XI3,36.71430,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
06-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.12910,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.39600,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
02-05-2019,Nippon India Mutual Fund,,INF204K01XI3,37.27020,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
30-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.56060,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
26-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.62510,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
25-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.23070,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
24-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.46770,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
23-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.11990,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
22-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.19650,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
18-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.72300,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
16-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.92690,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
15-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.78080,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
12-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.65320,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
11-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.43610,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
10-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.37800,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
09-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.50770,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
08-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.22410,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
05-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.51910,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
04-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.32020,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
03-04-2019,Nippon India Mutual Fund,,INF204K01XI3,37.43400,Equity Scheme - Large Cap Fund,118632,Nippon Large Cap,Open Ended Schemes
